Roll, Pitch, Yaw
-0.656395,0.136169,-1.37023
-0.662297,0.140135,-1.36703
-0.664137,0.143861,-1.3616
-0.666041,0.147419,-1.35705
-0.659254,0.148837,-1.35203
-0.649659,0.145659,-1.35264
-0.641153,0.145188,-1.34971
-0.644782,0.147246,-1.34905
-0.636172,0.142224,-1.35342
-0.632425,0.140006,-1.35474
-0.636733,0.135956,-1.36198
-0.642878,0.137481,-1.36067
-0.646137,0.145388,-1.35106
-0.652965,0.145516,-1.35402
-0.652582,0.150996,-1.34591
-0.645517,0.148866,-1.34817
-0.641138,0.154045,-1.33799
-0.630654,0.142734,-1.35404
-0.632544,0.13909,-1.3604
-0.62709,0.142918,-1.35145
-0.627152,0.143973,-1.34819
-0.631292,0.147542,-1.34444
-0.635038,0.141657,-1.35508
-0.631643,0.143369,-1.35197
-0.628353,0.133243,-1.36722
-0.622514,0.126222,-1.37864
-0.619073,0.126868,-1.37588
-0.623788,0.137882,-1.36352
-0.630229,0.137883,-1.3647
-0.638864,0.143782,-1.35948
-0.650141,0.142844,-1.36281
-0.65637,0.144509,-1.36201
-0.658688,0.150498,-1.35483
-0.654748,0.147815,-1.35666
-0.65155,0.139391,-1.36841
-0.644618,0.136769,-1.36823
-0.641949,0.132905,-1.37355
-0.639502,0.137119,-1.36527
-0.641691,0.136602,-1.36528
-0.650896,0.138624,-1.36545
-0.652203,0.142454,-1.35991
-0.651566,0.148046,-1.35111
-0.647997,0.147478,-1.35122
-0.649612,0.148881,-1.3498
-0.640883,0.143779,-1.35469
-0.636468,0.146791,-1.34709
-0.63323,0.142911,-1.35259
-0.629313,0.141504,-1.35075
-0.630204,0.143313,-1.34808
-0.639802,0.153355,-1.33912
-0.646845,0.157848,-1.33594
-0.652416,0.156709,-1.33871
-0.654972,0.15755,-1.33754
-0.648335,0.16425,-1.3244
-0.645506,0.160793,-1.32912
-0.637404,0.153031,-1.33829
-0.633773,0.152173,-1.33785
-0.638183,0.154456,-1.33733
-0.644198,0.159342,-1.3324
-0.650037,0.158114,-1.33597
-0.652912,0.161418,-1.33348
-0.656216,0.162001,-1.33321
-0.646622,0.156134,-1.33965
-0.645376,0.151167,-1.34704
-0.640793,0.149004,-1.34931
-0.642999,0.146402,-1.35421
-0.65277,0.140009,-1.36486
-0.656172,0.14772,-1.355
-0.665202,0.152443,-1.35102
-0.671206,0.152163,-1.35397
-0.673369,0.15659,-1.34783
-0.673864,0.153544,-1.35267
-0.663785,0.146758,-1.36101
-0.656081,0.142301,-1.36521
-0.651527,0.137559,-1.37022
-0.653555,0.138136,-1.36989
-0.649009,0.146511,-1.35611
-0.648727,0.149936,-1.34968
-0.65288,0.149791,-1.35111
-0.650229,0.152398,-1.34523
-0.647285,0.15547,-1.33969
-0.647611,0.153614,-1.34346
-0.646642,0.142868,-1.35971
-0.638002,0.134134,-1.37076
-0.641531,0.138783,-1.36564
-0.643383,0.140044,-1.36279
-0.645262,0.14576,-1.35527
-0.650725,0.153029,-1.34623
-0.651971,0.155412,-1.34235
-0.647331,0.162717,-1.33015
-0.646379,0.16319,-1.32863
-0.639657,0.161687,-1.32849
-0.629018,0.152447,-1.34113
-0.625922,0.149049,-1.34371
-0.628297,0.141103,-1.35646
-0.627842,0.14483,-1.34972
-0.635885,0.148856,-1.34777
-0.638033,0.157889,-1.33598
-0.637255,0.160635,-1.33131
-0.641406,0.159255,-1.33438
-0.638293,0.159336,-1.33242
-0.634006,0.153557,-1.33876
-0.638196,0.155079,-1.33872
-0.640942,0.151501,-1.34306
-0.639124,0.156562,-1.3348
-0.647571,0.163788,-1.32834
-0.654902,0.170004,-1.32227
-0.656092,0.17143,-1.31979
-0.654793,0.173378,-1.31663
-0.653463,0.171263,-1.31939
-0.647063,0.165943,-1.32658
-0.642244,0.160326,-1.33384
-0.635752,0.160329,-1.32959
-0.633698,0.163475,-1.32442
-0.636759,0.161924,-1.32735
-0.64338,0.160426,-1.33063
-0.646688,0.166884,-1.32334
-0.647203,0.167703,-1.32283
-0.648847,0.16784,-1.3225
-0.645765,0.15622,-1.33945
-0.646995,0.153677,-1.34436
-0.648656,0.155999,-1.34007
-0.651848,0.156862,-1.33999
-0.661087,0.157622,-1.34107
-0.670197,0.157736,-1.34209
-0.679722,0.162361,-1.3384
-0.683223,0.167233,-1.334
-0.684538,0.17124,-1.32963
-0.680842,0.172529,-1.32538
-0.676504,0.162585,-1.33954
-0.662644,0.161023,-1.33595
-0.657387,0.155644,-1.34157
-0.657831,0.160375,-1.33478
-0.657366,0.163423,-1.33025
-0.656304,0.163753,-1.32881
-0.660713,0.162133,-1.33205
-0.66608,0.160618,-1.33512
-0.658401,0.159234,-1.3347
-0.651013,0.153966,-1.34107
-0.650551,0.147045,-1.35145
-0.642296,0.146422,-1.34865
-0.649304,0.147211,-1.34816
-0.650743,0.148508,-1.34642
-0.659926,0.148341,-1.34902
-0.666102,0.161335,-1.33561
-0.669047,0.161801,-1.33526
-0.670013,0.16612,-1.33028
-0.665057,0.156524,-1.34363
-0.662161,0.153345,-1.34732
-0.652404,0.152297,-1.34533
-0.645167,0.141546,-1.36044
-0.638371,0.137277,-1.36477
-0.64446,0.139163,-1.36337
-0.650098,0.138395,-1.3652
-0.651562,0.150026,-1.35004
-0.650914,0.139425,-1.36543
-0.642434,0.13669,-1.36477
-0.639782,0.130784,-1.37294
-0.6359,0.117958,-1.39484
-0.63236,0.120995,-1.38805
-0.632864,0.11657,-1.39513
-0.638575,0.117694,-1.3951
-0.642977,0.124576,-1.38605
-0.650551,0.12719,-1.38394
-0.65598,0.135037,-1.37444
-0.662207,0.137058,-1.37354
-0.666349,0.135661,-1.37677
-0.654049,0.131819,-1.37893
-0.642984,0.132115,-1.37409
-0.636522,0.128481,-1.37754
-0.63622,0.125612,-1.38214
-0.637033,0.127633,-1.3782
-0.643537,0.133993,-1.37087
-0.6474,0.138678,-1.36518
-0.652383,0.140546,-1.36365
-0.649831,0.13643,-1.36864
-0.645402,0.136462,-1.36642
-0.642597,0.130616,-1.37441
-0.643964,0.136885,-1.36623
-0.64391,0.134958,-1.36848
-0.651683,0.137065,-1.36732
-0.657068,0.137095,-1.36882
-0.667836,0.135702,-1.37339
-0.672466,0.143633,-1.36525
-0.669616,0.147202,-1.35943
-0.670864,0.147208,-1.36084
-0.666646,0.144662,-1.36283
-0.660714,0.140304,-1.36795
-0.657084,0.13424,-1.37694
-0.656192,0.137752,-1.36984
-0.656692,0.144149,-1.3613
-0.659833,0.14965,-1.3541
-0.660849,0.150915,-1.35188
-0.657939,0.150158,-1.35187
-0.663449,0.142965,-1.36218
-0.656873,0.140681,-1.36341
-0.653637,0.138563,-1.36579
-0.65343,0.134567,-1.37099
-0.648804,0.122973,-1.38838
-0.654854,0.125777,-1.38544
-0.657473,0.132355,-1.37683
-0.65905,0.136007,-1.36998
-0.661396,0.140039,-1.36542
-0.664106,0.144387,-1.36111
-0.659688,0.149317,-1.35172
-0.65479,0.153172,-1.34476
-0.651988,0.142478,-1.36086
-0.648902,0.143613,-1.35728
-0.646609,0.15313,-1.34203
-0.646737,0.15222,-1.34264
-0.649222,0.143549,-1.35548
-0.652736,0.149681,-1.34916
-0.65212,0.150393,-1.34704
-0.644931,0.139865,-1.36187
-0.64468,0.139735,-1.36135
-0.6365,0.143492,-1.35051
-0.634732,0.150405,-1.33896
-0.635633,0.14911,-1.33977
-0.633382,0.147897,-1.33988
-0.637711,0.151245,-1.3365
-0.647746,0.154418,-1.33586
-0.653179,0.162686,-1.32665
-0.647416,0.157354,-1.33384
-0.647293,0.148417,-1.34697
-0.641074,0.139984,-1.3589
-0.642486,0.13343,-1.36781
-0.636077,0.129805,-1.37157
-0.639774,0.134224,-1.36694
-0.641511,0.137883,-1.36182
-0.647462,0.141855,-1.35845
-0.648417,0.146118,-1.35323
-0.652059,0.145693,-1.35497
-0.650861,0.140778,-1.36081
-0.641796,0.143131,-1.35447
-0.641788,0.148164,-1.34532
-0.63919,0.142286,-1.35504
-0.641274,0.14401,-1.35333
-0.646463,0.148945,-1.34737
-0.654728,0.15875,-1.33837
-0.654585,0.147771,-1.3543
-0.655219,0.151139,-1.34989
-0.662369,0.152376,-1.34976
-0.656209,0.153545,-1.346
-0.65699,0.146231,-1.35564
-0.649644,0.144376,-1.35667
-0.64763,0.140073,-1.36201
-0.649969,0.143285,-1.35736
-0.655968,0.141607,-1.36089
-0.664342,0.147844,-1.35651
-0.666433,0.146718,-1.35694
-0.670316,0.15406,-1.34892
-0.674546,0.150613,-1.35408
-0.672014,0.144581,-1.36301
-0.67179,0.148731,-1.35755
-0.67794,0.151213,-1.35757
-0.679167,0.143982,-1.36678
-0.680914,0.151461,-1.35619
-0.684833,0.150056,-1.35831
-0.685709,0.146834,-1.3625
-0.681197,0.150817,-1.3565
-0.682698,0.148095,-1.36078
-0.67967,0.144969,-1.36385
-0.681322,0.151003,-1.35649
-0.677059,0.142974,-1.36931
-0.676574,0.141315,-1.3718
-0.675217,0.141698,-1.37014
-0.673202,0.149857,-1.35796
-0.675359,0.146629,-1.36158
-0.673302,0.152537,-1.35259
-0.677133,0.154156,-1.35286
-0.67824,0.153156,-1.3546
-0.677874,0.150821,-1.35908
-0.675633,0.14275,-1.37072
-0.676981,0.140461,-1.37358
-0.678868,0.144773,-1.36879
-0.679835,0.146241,-1.36634
-0.681601,0.143195,-1.37058
-0.680564,0.146752,-1.36462
-0.680541,0.148099,-1.3623
-0.676305,0.151975,-1.35567
-0.66636,0.15111,-1.35299
-0.666722,0.152238,-1.35076
-0.670457,0.154705,-1.34796
-0.669992,0.150322,-1.35452
-0.668647,0.149512,-1.35495
-0.661978,0.154127,-1.3448
-0.66205,0.15566,-1.34361
-0.66524,0.156535,-1.34315
-0.66722,0.152321,-1.34813
-0.671843,0.157254,-1.34297
-0.669658,0.150181,-1.35302
-0.671204,0.147455,-1.35686
-0.668835,0.148826,-1.35425
-0.658612,0.151459,-1.34433
-0.657457,0.144183,-1.35431
-0.654365,0.146858,-1.35106
-0.658462,0.150119,-1.34767
-0.659093,0.146799,-1.35193
-0.65946,0.142905,-1.35824
-0.662176,0.140599,-1.36235
-0.660315,0.141794,-1.35886
-0.657046,0.145985,-1.35241
-0.662526,0.147445,-1.35148
-0.669901,0.149388,-1.35286
-0.666814,0.155144,-1.34331
-0.661302,0.156049,-1.33985
-0.661939,0.15828,-1.33506
-0.664119,0.157078,-1.33722
-0.663983,0.15394,-1.3421
-0.662145,0.160859,-1.33206
-0.669393,0.160072,-1.3354
-0.681514,0.158748,-1.33982
-0.681027,0.156908,-1.34229
-0.680585,0.160242,-1.33853
-0.67561,0.161397,-1.33621
-0.676822,0.159388,-1.33888
-0.676439,0.156085,-1.34366
-0.677388,0.158813,-1.34
-0.678617,0.15698,-1.34189
-0.680273,0.158341,-1.34155
-0.688885,0.166816,-1.33387
-0.685434,0.163105,-1.33902
-0.684142,0.171936,-1.32763
-0.689915,0.1724,-1.32873
-0.685103,0.174258,-1.32405
-0.681872,0.172624,-1.32626
-0.676721,0.172995,-1.32467
-0.673888,0.169434,-1.32979
-0.679232,0.16806,-1.33385
-0.631804,0.155231,-1.24052
-0.629564,0.148202,-1.25624
-0.631673,0.14554,-1.26581
-0.634078,0.148889,-1.26649
-0.633818,0.149519,-1.26916
-0.638735,0.146781,-1.27849
-0.634795,0.15201,-1.27282
-0.636936,0.153015,-1.27531
-0.636366,0.148082,-1.28692
-0.637407,0.143457,-1.2971
-0.63486,0.144368,-1.29728
-0.630715,0.145293,-1.29662
-0.631115,0.139438,-1.30891
-0.63674,0.145628,-1.30617
-0.636433,0.149009,-1.30323
-0.63873,0.144348,-1.31252
-0.644774,0.139385,-1.32195
-0.645227,0.13665,-1.32788
-0.64923,0.142442,-1.32385
-0.654453,0.142062,-1.32791
-0.655033,0.131931,-1.34511
-0.658041,0.134133,-1.34473
-0.664271,0.13287,-1.3506
-0.668286,0.138977,-1.34546
-0.666272,0.140263,-1.34366
-0.6649,0.140644,-1.34486
-0.663515,0.144333,-1.33969
-0.657127,0.145844,-1.33659
-0.654257,0.145318,-1.33697
-0.652922,0.144251,-1.33799
-0.655024,0.143255,-1.34069
-0.656055,0.141475,-1.34551
-0.653091,0.136699,-1.351
-0.640101,0.130837,-1.35862
-0.645951,0.135091,-1.35551
-0.647051,0.135202,-1.35607
-0.646591,0.133331,-1.35951
-0.643065,0.137436,-1.3526
-0.644236,0.139352,-1.3511
-0.645574,0.137853,-1.35474
-0.641533,0.133905,-1.35981
-0.642048,0.130163,-1.36545
-0.645521,0.124131,-1.37484
-0.651086,0.127404,-1.37277
-0.652551,0.121531,-1.38093
-0.650697,0.117989,-1.38436
-0.654086,0.121092,-1.38169
-0.657798,0.118131,-1.38735
-0.654922,0.122642,-1.37938
-0.651517,0.12295,-1.37668
-0.652227,0.129692,-1.36779
-0.656448,0.129646,-1.36926
-0.655699,0.129619,-1.36837
-0.661411,0.132067,-1.36778
-0.662077,0.133809,-1.3648
-0.667349,0.132712,-1.36848
-0.667293,0.131112,-1.37222
-0.658785,0.133521,-1.36569
-0.660985,0.137707,-1.36083
-0.653403,0.142261,-1.35178
-0.656111,0.145423,-1.3483
-0.654633,0.146987,-1.3457
-0.653267,0.154341,-1.3344
-0.655077,0.151477,-1.33953
-0.658162,0.154651,-1.33676
-0.66109,0.148417,-1.34719
-0.663182,0.157603,-1.33585
-0.66857,0.155975,-1.33859
-0.664565,0.154998,-1.33825
-0.66664,0.157425,-1.33558
-0.668551,0.160838,-1.33251
-0.665185,0.163524,-1.32714
-0.663887,0.166025,-1.32298
-0.658651,0.164998,-1.32398
-0.656934,0.162855,-1.32574
-0.658615,0.15556,-1.33663
-0.661088,0.154019,-1.33885
-0.66266,0.156525,-1.33542
-0.661396,0.155479,-1.33654
-0.664216,0.157041,-1.33665
-0.663029,0.15796,-1.33537
-0.661384,0.153491,-1.34243
-0.661645,0.15261,-1.34376
-0.662939,0.149231,-1.34842
-0.661707,0.151131,-1.34589
-0.666482,0.148426,-1.3513
-0.668301,0.151732,-1.34792
-0.667017,0.15673,-1.33982
-0.667222,0.148358,-1.35282
-0.664631,0.147766,-1.35294
-0.665392,0.149196,-1.35145
-0.669819,0.14657,-1.35597
-0.664084,0.146032,-1.35451
-0.656816,0.143589,-1.35628
-0.663658,0.145201,-1.3553
-0.658228,0.144166,-1.35389
-0.657691,0.142398,-1.35747
-0.656019,0.138196,-1.36326
-0.660837,0.149876,-1.35023
-0.662948,0.145251,-1.35716
-0.671307,0.146752,-1.3578
-0.668896,0.143698,-1.36057
-0.670617,0.147861,-1.35551
-0.671278,0.151169,-1.35057
-0.665004,0.141157,-1.36703
-0.665686,0.134515,-1.3761
-0.666233,0.135285,-1.37547
-0.660145,0.139319,-1.36611
-0.660897,0.143703,-1.36053
-0.663115,0.143933,-1.36193
-0.66187,0.145544,-1.35918
-0.660496,0.145623,-1.35947
-0.660611,0.145127,-1.35978
-0.654244,0.144083,-1.35864
-0.656789,0.141742,-1.36229
-0.657549,0.147299,-1.35481
-0.657785,0.144747,-1.35878
-0.658763,0.137054,-1.37065
-0.659161,0.135691,-1.3737
-0.65997,0.137728,-1.37038
-0.660775,0.136308,-1.37287
-0.661692,0.134423,-1.37522
-0.668144,0.135946,-1.37367
-0.670309,0.133481,-1.37699
-0.67296,0.136226,-1.37414
-0.670527,0.138841,-1.37006
-0.674645,0.13623,-1.37287
-0.67644,0.13376,-1.37624
-0.675785,0.130643,-1.38126
-0.678974,0.138876,-1.37127
-0.676715,0.14273,-1.36452
-0.676405,0.138502,-1.37021
-0.677448,0.130604,-1.38265
-0.670738,0.132967,-1.37644
-0.662362,0.131258,-1.37685
-0.665004,0.131642,-1.37666
-0.664745,0.132584,-1.3753
-0.662845,0.128979,-1.37997
-0.660928,0.131451,-1.37609
-0.663592,0.135738,-1.37061
-0.664208,0.13727,-1.36798
-0.654915,0.128903,-1.37848
-0.654018,0.125519,-1.38351
-0.658488,0.132707,-1.37579
-0.65545,0.13303,-1.3738
-0.651767,0.129377,-1.37868
-0.649037,0.133793,-1.36999
-0.642546,0.134607,-1.36625
-0.639674,0.140072,-1.35656
-0.640998,0.138001,-1.36092
-0.641777,0.145877,-1.35024
-0.645554,0.147396,-1.34886
-0.641215,0.146853,-1.34883
-0.642225,0.140454,-1.35883
-0.642798,0.134438,-1.36768
-0.648523,0.135228,-1.36906
-0.647949,0.137904,-1.3652
-0.644884,0.133415,-1.36999
-0.640692,0.133693,-1.36816
-0.645293,0.137917,-1.36366
-0.64303,0.131491,-1.37169
-0.646873,0.134442,-1.36906
-0.651766,0.138581,-1.36464
-0.6572,0.140581,-1.36303
-0.660302,0.142455,-1.36147
-0.667078,0.138311,-1.36821
-0.669037,0.135814,-1.3712
-0.669463,0.137966,-1.3685
-0.665318,0.142515,-1.3615
-0.66726,0.146214,-1.35681
-0.667086,0.145765,-1.35715
-0.671611,0.143979,-1.36062
-0.67305,0.135805,-1.3724
-0.670495,0.138453,-1.36835
-0.666721,0.14038,-1.36433
-0.660695,0.140253,-1.36225
-0.658766,0.141482,-1.35878
-0.658792,0.141239,-1.35902
-0.655869,0.140529,-1.35798
-0.660429,0.142973,-1.3562
-0.662975,0.148519,-1.34927
-0.663533,0.14539,-1.35348
-0.667375,0.148878,-1.35112
-0.665942,0.155603,-1.33944
-0.660107,0.158022,-1.33206
-0.65508,0.156087,-1.33565
-0.66005,0.158972,-1.3332
-0.662254,0.161133,-1.33019
-0.660349,0.159807,-1.33152
-0.660492,0.154637,-1.33966
-0.657496,0.15119,-1.34342
-0.650717,0.153008,-1.33854
-0.646032,0.150165,-1.34178
-0.650491,0.153409,-1.339
-0.649956,0.149183,-1.34634
-0.646774,0.153815,-1.33726
-0.650358,0.150955,-1.3421
-0.649658,0.158572,-1.331
-0.646579,0.163823,-1.32226
-0.649491,0.167604,-1.31736
-0.650761,0.165851,-1.32009
-0.649458,0.164199,-1.3215
-0.656796,0.156791,-1.33384
-0.662421,0.157614,-1.33471
-0.664369,0.153088,-1.3431
-0.665026,0.155554,-1.33885
-0.662914,0.14667,-1.35178
-0.66467,0.148026,-1.35101
-0.664652,0.146845,-1.35184
-0.665321,0.148862,-1.3504
-0.667909,0.141767,-1.3601
-0.669871,0.145499,-1.35563
-0.672383,0.143607,-1.35948
-0.670654,0.137364,-1.36843
-0.676914,0.14133,-1.36485
-0.676842,0.148973,-1.35465
-0.678092,0.148313,-1.35582
-0.677334,0.151049,-1.35141
-0.67086,0.152844,-1.34707
-0.666876,0.151897,-1.34684
-0.6721,0.153604,-1.3464
-0.673536,0.151258,-1.35079
-0.680916,0.152416,-1.35181
-0.682796,0.149056,-1.35588
-0.684249,0.146414,-1.3603
-0.693388,0.147829,-1.36125
-0.687918,0.14725,-1.36077
-0.691265,0.145318,-1.36474
-0.687741,0.144279,-1.36415
-0.692281,0.15229,-1.35601
-0.697282,0.145553,-1.3658
-0.689889,0.138608,-1.37354
-0.686839,0.138499,-1.37245
-0.691766,0.137013,-1.3767
-0.690296,0.142957,-1.36783
-0.68502,0.146607,-1.36044
-0.684299,0.151364,-1.3525
-0.682863,0.152461,-1.351
-0.684217,0.153539,-1.35025
-0.679677,0.156533,-1.34386
-0.682419,0.153432,-1.34879
-0.685768,0.15054,-1.35343
-0.687623,0.15232,-1.35198
-0.684536,0.151389,-1.35269
-0.685138,0.156416,-1.34662
-0.682232,0.155824,-1.34706
-0.679771,0.154751,-1.34748
-0.677445,0.159626,-1.33881
-0.678959,0.162763,-1.33614
-0.680451,0.16573,-1.33362
-0.681971,0.164059,-1.336
-0.67882,0.165811,-1.33191
-0.676333,0.169394,-1.32472
-0.677395,0.177846,-1.31473
-0.673202,0.175473,-1.31637
-0.668657,0.17658,-1.31312
-0.666819,0.174823,-1.31609
-0.664429,0.167277,-1.32786
-0.664975,0.16607,-1.33003
-0.663612,0.161839,-1.33442
-0.663881,0.160307,-1.33679
-0.666153,0.158876,-1.33958
-0.669508,0.162108,-1.33645
-0.672176,0.15724,-1.3442
-0.677462,0.153469,-1.34956
-0.67964,0.152445,-1.35106
-0.679699,0.145602,-1.35996
-0.680067,0.150923,-1.35241
-0.682978,0.1481,-1.35635
-0.688098,0.149329,-1.35657
-0.68903,0.150494,-1.35501
-0.687945,0.148247,-1.35906
-0.680947,0.143584,-1.36394
-0.675752,0.141147,-1.36587
-0.669494,0.136903,-1.37036
-0.671502,0.138222,-1.36857
-0.667687,0.142622,-1.36176
-0.667904,0.142808,-1.36143
-0.665557,0.13792,-1.36759
-0.663438,0.137828,-1.36688
-0.663478,0.142258,-1.36187
-0.663477,0.141919,-1.36153
-0.66535,0.142149,-1.36234
-0.661219,0.142356,-1.36127
-0.665267,0.147886,-1.35612
-0.671567,0.145238,-1.36077
-0.672071,0.148595,-1.35667
-0.673994,0.158226,-1.34484
-0.666971,0.159497,-1.34146
-0.663949,0.158133,-1.34213
-0.668175,0.158763,-1.34196
-0.665898,0.155478,-1.34621
-0.670162,0.147061,-1.35907
-0.667729,0.146395,-1.35882
-0.669291,0.146323,-1.35976
-0.673316,0.148211,-1.35858
-0.675148,0.148026,-1.35954
-0.673164,0.147269,-1.35988
-0.67842,0.147143,-1.36177
-0.677611,0.150406,-1.35589
-0.672417,0.157438,-1.34357
-0.668962,0.154176,-1.34721
-0.672876,0.154996,-1.34733
-0.670201,0.152443,-1.35128
-0.668272,0.151422,-1.35205
-0.664454,0.149885,-1.35211
-0.666882,0.149046,-1.35343
-0.661283,0.150774,-1.34954
-0.661567,0.151324,-1.34822
-0.668187,0.150991,-1.35133
-0.668483,0.144772,-1.36186
-0.66833,0.140319,-1.36774
-0.664567,0.140572,-1.36573
-0.660471,0.136327,-1.3706
-0.6645,0.130942,-1.3799
-0.666839,0.126681,-1.38508
-0.667928,0.126598,-1.38447
-0.670031,0.13352,-1.37599
-0.673053,0.140109,-1.36878
-0.67111,0.139277,-1.36793
-0.672609,0.141028,-1.36561
-0.67464,0.147185,-1.35878
-0.66805,0.140628,-1.36745
-0.668311,0.144255,-1.36232
-0.664003,0.144307,-1.36116
-0.662648,0.143821,-1.36074
-0.663809,0.147269,-1.35542
-0.662254,0.146574,-1.35533
-0.663708,0.152403,-1.34851
-0.664241,0.151998,-1.34886
-0.660881,0.147695,-1.35526
-0.662894,0.137173,-1.37026
-0.659447,0.139,-1.36565
-0.662232,0.136838,-1.36945
-0.662347,0.138168,-1.36637
-0.67021,0.141938,-1.36461
-0.674272,0.143533,-1.36365
-0.67363,0.143651,-1.36424
-0.673029,0.141227,-1.36706
-0.676955,0.136983,-1.37326
-0.680651,0.139439,-1.37179
-0.675127,0.143135,-1.36467
-0.67638,0.146054,-1.36043
-0.679376,0.147387,-1.35967
-0.671902,0.153136,-1.34986
-0.67135,0.154079,-1.34785
-0.667215,0.156839,-1.34266
-0.669364,0.155591,-1.34497
-0.669545,0.156397,-1.3438
-0.674842,0.155732,-1.34706
-0.672726,0.150641,-1.35388
-0.666182,0.149747,-1.35298
-0.668528,0.149496,-1.35469
-0.664371,0.150669,-1.35088
-0.666893,0.14841,-1.356
-0.664664,0.14373,-1.36229
-0.655373,0.143258,-1.35866
-0.653897,0.140852,-1.36124
-0.656437,0.137193,-1.36738
-0.658437,0.143037,-1.36034
-0.66147,0.138703,-1.36597
-0.651195,0.14243,-1.35597
-0.650019,0.140083,-1.35927
-0.653434,0.142372,-1.35792
-0.650171,0.149841,-1.34475
-0.650552,0.149048,-1.34579
-0.655453,0.150274,-1.34584
-0.659877,0.149424,-1.34848
-0.658608,0.152505,-1.34297
-0.660916,0.159379,-1.33426
-0.651347,0.152129,-1.34357
-0.652667,0.147254,-1.35097
-0.649462,0.148553,-1.34681
-0.646428,0.143321,-1.35325
-0.653768,0.146766,-1.35042
-0.656183,0.157256,-1.33644
-0.661084,0.159928,-1.33394
-0.660673,0.163019,-1.33069
-0.663438,0.159489,-1.33587
-0.662808,0.153615,-1.34261
-0.663428,0.155104,-1.34161
-0.661942,0.155903,-1.33995
-0.662491,0.141033,-1.36164
-0.660527,0.142087,-1.35883
-0.667091,0.139753,-1.36322
-0.664926,0.145393,-1.35415
-0.662868,0.145655,-1.3512
-0.657448,0.145063,-1.34937
-0.65823,0.142565,-1.35305
-0.658648,0.148102,-1.34549
-0.6568,0.153224,-1.33803
-0.655215,0.14832,-1.34544
-0.654338,0.145664,-1.34885
-0.657496,0.145134,-1.35087
-0.660469,0.142674,-1.35549
-0.659716,0.148702,-1.34744
-0.65662,0.153861,-1.3383
-0.661661,0.152869,-1.34087
-0.66223,0.15579,-1.33669
-0.662285,0.150737,-1.34398
-0.662409,0.154394,-1.3402
-0.659157,0.153339,-1.33975
-0.658826,0.144505,-1.35384
-0.662861,0.14203,-1.35873
-0.6634,0.147529,-1.35028
-0.659594,0.142963,-1.35602
-0.661731,0.140597,-1.36036
-0.660428,0.138372,-1.36293
-0.657073,0.134299,-1.36851
-0.665813,0.134399,-1.37028
-0.665675,0.135068,-1.3705
-0.670154,0.131793,-1.37594
-0.665891,0.139884,-1.36239
-0.663923,0.143618,-1.35616
-0.665455,0.143218,-1.35776
-0.666557,0.140863,-1.36096
-0.661034,0.142537,-1.35602
-0.663719,0.144134,-1.3538
-0.660411,0.144259,-1.35371
-0.65912,0.14182,-1.35667
-0.663121,0.151222,-1.34572
-0.663062,0.154248,-1.34185
-0.659689,0.148716,-1.34863
-0.6619,0.149968,-1.34799
-0.658677,0.157026,-1.33661
-0.659556,0.153881,-1.34217
-0.660403,0.158193,-1.33524
-0.655218,0.15106,-1.34468
-0.653584,0.15604,-1.3367
-0.654048,0.154887,-1.33886
-0.654581,0.155209,-1.33811
-0.657543,0.148818,-1.34903
-0.651478,0.152027,-1.34171
-0.65085,0.153664,-1.34007
-0.658046,0.144261,-1.35332
-0.66689,0.14047,-1.36147
-0.671123,0.13826,-1.36648
-0.671379,0.140136,-1.36412
-0.671364,0.134033,-1.37271
-0.670959,0.134747,-1.3722
-0.670648,0.136825,-1.36837
-0.670198,0.138746,-1.3659
-0.67475,0.138021,-1.36687
-0.67804,0.137944,-1.36835
-0.675743,0.144288,-1.35898
-0.673617,0.139921,-1.36459
-0.675833,0.135844,-1.37117
-0.6738,0.135906,-1.3707
-0.675115,0.14573,-1.35853
-0.675059,0.145222,-1.35995
-0.673017,0.146699,-1.35663
-0.674275,0.147485,-1.3549
-0.670127,0.151309,-1.34816
-0.665897,0.151058,-1.34776
-0.670433,0.150265,-1.34976
-0.666185,0.139682,-1.36559
-0.663994,0.14145,-1.36196
-0.664435,0.1392,-1.36546
-0.662411,0.139057,-1.36473
-0.660596,0.145399,-1.35612
-0.65937,0.148813,-1.35019
-0.660239,0.144201,-1.35723
-0.660941,0.137884,-1.36676
-0.665539,0.135284,-1.36971
-0.667911,0.139287,-1.36459
-0.663111,0.141664,-1.3608
-0.665654,0.139991,-1.36538
-0.667527,0.141203,-1.36369
-0.66581,0.144277,-1.35731
-0.667436,0.135444,-1.36872
-0.666379,0.133583,-1.37131
-0.67073,0.138291,-1.36679
-0.668877,0.140176,-1.3625
-0.67241,0.139423,-1.3642
-0.671782,0.141804,-1.36192
-0.676412,0.142119,-1.36365
-0.678066,0.141808,-1.36474
-0.678231,0.150727,-1.35073
-0.675829,0.144628,-1.36037
-0.67702,0.138315,-1.36936
-0.670856,0.136282,-1.37021
-0.664395,0.136307,-1.3678
-0.666814,0.140843,-1.36277
-0.661254,0.138666,-1.364
-0.662026,0.138604,-1.36396
-0.662592,0.138514,-1.36448
-0.65931,0.140985,-1.36068
-0.6635,0.138813,-1.3651
-0.662067,0.142638,-1.35863
-0.660124,0.150156,-1.34708
-0.658778,0.145474,-1.3539
-0.660403,0.143035,-1.35771
-0.660442,0.137375,-1.3672
-0.657938,0.140672,-1.36061
